isbn_primary,author_id
9780590450874,370
9780590450874,371
9780590450874,372
9780590481373,370
9780590481373,371
9780671036195,373
9780684177731,374
9780684180205,375
9780743411264,373
9780743470384,376
9780762188574,377
9780767905930,378
9780800706548,379
9780801096679,380
9780849953019,381
9780891091967,382
9780915811533,383
9780927545372,384
9781575024172,385
9781880185001,386
9780140345803,387
9780156528207,388
9780380012862,389
9780451154910,390
9780785815143,391
9780875421285,392
9781567184297,393
9781567187960,394
9781862047624,395
9780020437505,396
9780020437505,396
9780198320265,397
9780198320265,398
9780373196982,399
9780373245581,400
9780451527745,401
9780451527745,402
9780671867119,62
9780812504200,403
9780060173289,151
9780060973896,404
9780060973896,405
9780061013515,304
9780140104684,406
9780312143374,407
9780316666343,408
9780394568942,409
9780440224679,410
9780449002636,411
9780449213773,412
9780452279698,413
9780553569056,412
9780679427438,414
9780679725398,415
9780802114365,416
9780803233010,417
9780803233010,418
9780819154941,419
9780897322331,420
9780940322974,421
9780940322974,422
9781573225120,423
9781579651657,424
9781878424310,425
9780600586890,426
9781853260629,427
9781857938012,428
9780060804152,429
9780140382655,430
9780152012960,431
9780312283780,432
9780345297709,188
9780345313096,188
9780345335463,433
9780345416841,434
9780385333405,435
9780440211457,25
9780449212080,436
9780553582680,437
9780590947251,438
9780590947251,439
9780743458290,440
9780743458290,441
9780786913879,442
9780801491825,443
9780816729913,444
9780843136685,445
9780843136685,446
9780843136685,447
9780866119535,448
9780866119535,449
9780866119535,450
9780866119566,283
9780866119566,451
9780870441660,452
9780870441660,453
9781561561421,454
9781561561421,455
9781561561421,456
9780553210095,163
9780553258523,433
9780688163723,335
9781569471098,457
9780553580990,458
9780316168816,408
9780140238280,310
9780316314923,459
9780345424716,350
9780375414749,460
9780375726408,461
9780385503853,412
9780425156841,462
9780440226109,463
9780452277335,464
9780553802481,61
9780671021009,465
9780767903578,466
9780805063899,467
9780679777434,468
9780553285345,469
9780486285528,470
9780671002480,180
9780812523386,471
9780895774668,472
9780020199090,473
9780385495141,474
9780679733829,475
9780842329125,67
9780842329125,68
9780345451262,476
9780740700231,477
9780380973545,478
9780380973545,479
9780393321579,480
9780743424424,143
9780786868018,481
9780786868018,482
9780786868018,483
9780446610179,484
9780684854953,485
9780684854953,486
9780743229876,62
9780380617623,487
9780380732333,488
9780385337137,489
9780440235057,490
9780445402041,490
9780618119769,491
9780871138644,492
9780026329859,493
9780060621254,494
9780060915544,56
9780060917012,56
9780060925000,495
9780060932756,284
9780061000287,152
9780192815316,496
9780192815316,497
9780312195519,498
9780380792665,499
9780393048971,500
9780399137808,184
9780399147395,63
9780451203045,65
9780451410559,501
9780451523310,502
9780486281964,503
9780486292946,504
9780517626399,505
9780684824444,415
9780743458306,506
9780812966664,507
9780819215635,508
9780819215635,509
9780819215635,510
9780880011020,511
9781561011520,512
9781877727085,513
9781877727085,514
9780486206172,515
9780486206172,516
9780312278588,517
9780312278588,518
9780140370904,519
9780674511255,520
9780030096181,521
9780030096181,522
9780312965747,523
9780345374653,524
9780395710906,525
9780805210613,526
9780823032617,527
9780679310006,528
9780312288112,529
9780316171106,530
9780380710218,531
9780515118650,532
9780553289060,533
9780671000301,534
9780671673680,62
9781561672035,535
9780425178249,536
9780425178249,537
9780618173877,538
9780156027328,251
9780375403583,539
9780385721424,540
9780451202345,541
9780743418195,542
9780385335409,543
9780965746823,544
9780060923242,545
9780486272665,546
9780786015276,547
9780786015276,547
9780060913502,548
9780553272833,369
9780440225072,549
9780312145545,550
9780425181119,61
9780380732685,551
9780140286274,552
9780373484102,369
9780449907481,367
9780553107302,553
9780802138255,554
9780515127836,369
9780345441133,555
9780515134278,556
9780945586050,557
9780385490993,25
9780385424721,25
9780312980382,558
9780590419628,559
9780590419628,560
9780385472951,25
9780451195661,561
9780425182871,562
9780425182871,563
9780553564525,564
9780553564518,564
9780743412629,62
9780849943720,565
9780849943454,566
9780849943713,565
9780590406017,567
9780020442400,567
9780553225983,568
9780425177365,569
9780671868710,137
9780385498258,570
9780553202298,571
9780345313867,572
9780345369949,572
9780671701246,573
9780345353627,574
9780308102286,575
9780060171438,576
9780805056495,577
9780679401377,578
9781562827045,579
9781562827045,580
9780385306034,543
9780816152445,581
9780821772959,582
9780345379450,583
9780553576924,161
9780743206051,62
9780688169671,584
9780439319553,585
9780439319553,586
9780590870153,587
9780590870153,588
9780307001160,589
9780307001160,590
9780307001160,591
9780307001160,592
9780440441502,593
9780590687300,594
9780439061643,595
9780439569842,596
9780439569842,586
9780307118707,597
9780590418850,598
9780307201522,599
9780816728732,600
9780816728732,601
9780816728732,602
9780865050884,603
9780812519655,604
9780812524857,604
9780449211779,605
9781930722293,606
9780812521122,604
9780345251732,607
9781400077823,608
9780312995430,609
9780312312626,609
9780446394529,610
9780590021111,611
9780684842677,244
9780684842677,612
9780684842677,613
9780553578690,614
9780380709267,594
9780380709267,615
9780807565285,616
9780312986766,609
9780345413376,95
9780345413369,95
9780679893103,95
9780061096099,617
9780345369062,583
9780451184719,583
9780449209127,605
9780060938451,618
9780804119528,619
9780060575809,620
9780060558864,620
9780767912914,621
9780553298864,622
9780385335676,623
9780440122098,65
9780671525835,624
9780553279573,189
9780061009051,625
9780060930189,626
9780516076270,627
9780679450436,51
9780821775868,628
9780821770207,628
9780670855759,629
9780553562811,630
9780446364195,130
9780446519137,631
9780425179673,632
9780061042942,633
9780399144462,634
9780399144462,635
9780965404563,155
9780060157814,636
9780060157814,637
9780060930707,638
9780312206765,639
9780316116022,640
9780156013963,641
9780385314015,642
9780743444163,643
9780618231614,644
9781567920048,645
9781567920048,646
9781567920048,647
9780811203227,648
9781573229142,649
9780787955670,650
9780787955670,651
9780787955670,652
9780425174487,653
9780385496902,654
9780446523998,655
9780446523998,656
9780446523998,657
9780140185218,658
9780140185218,659
9780684717258,660
9780684717258,661
9780486272740,662
9780486272740,663
9780062507242,664
9780684801223,665
9781576737354,666
9780060083298,667
9780446672214,668
9780140293241,669
9780807070710,670
9780807070710,671
9780743213837,672
9780345305473,673
9780061080517,674
9780142000205,675
9780316735025,676
9781931561464,677
9780156007108,136
9780062517852,678
9780679767787,53
9780449911686,679
9780425169629,680
9780449207758,679
9780449245699,679
9780140029406,681
9780140021561,681
9782253004028,682
9782253004028,683
9782253005278,684
9782253005278,685
9782253006701,686
9782253006701,687
9782253006701,688
9782266084376,689
9782070362387,690
9782266029469,691
9782266029469,691
9782253007104,692
9782253007104,693
9782253007104,694
9782070417742,189
9782070417742,695
9782070417742,696
9782266033688,697
9782070384341,698
9782070384341,699
9782070538805,682
9782070538805,700
9782070334360,701
9782290314951,702
9782290005101,703
9783492207003,704
9783499177750,705
9783499177750,706
9783889774019,707
9783502670001,708
9780905762487,709
9783499222603,707
9783746670058,710
9780140620429,58
9783596144433,711
9783442724680,222
9783442724680,47
9780385504201,134
9780446525503,236
9780385500760,712
9780399147012,713
9780670892969,181
9780688180638,339
9780316789080,136
9780451197276,714
9780425184127,329
9780151001002,715
9780385505833,25
9780679442790,716
9780679442790,717
9780525943860,718
9780609605929,555
9780060191924,719
9780743206044,62
9780684864846,373
9780684867816,720
9780743406178,721
9780380978533,722
9780679603351,350
9780679410430,723
9780446523561,236
9780671042554,724
9780679450443,51
9780140107647,725
9780609606728,726
9780446527798,236
9780446531337,236
9781570717253,727
9780060192631,728
9780385420167,729
9780385420167,730
9780385420167,731
9780385420167,732
9780345339713,733
9780525944638,734
9780393040166,304
9780399147128,369
9780670031047,735
9780394574745,736
9780316969444,130
9780743230056,62
9780743230056,737
9780316693202,130
9780316693202,738
9780684868912,720
9780842336215,739
9780399148583,740
9780399148583,741
9780684864327,373
9780525944836,718
9780345428905,742
9780451176813,743
9780671525798,139
9780718144531,368
9780446602082,744
9780394551425,745
9780394551425,746
9780064407663,747
9780064407663,748
9780007100224,749
9782253148531,750
9782253148531,751
9782253043973,150
9782253043973,752
9782020315494,753
9780747549925,754
9780743462334,755
9780140253580,756
9780947782146,757
9780571203543,758
9780349101774,759
9780743222228,755
9781854795496,760
9780140292916,761
9781854795557,762
9781858813097,763
9782871290919,764
9782871290919,765
9780198604020,766
9781842151051,767
9782253063339,768
9781860198595,769
9780767908474,770
9780767908474,771
9781842040157,772
9780140622065,773
9780571209521,758
9782264009302,750
9781841952932,774
9780890877562,775
9780890877562,776
9781405200677,777
9780416196771,777
9780747538066,778
9780375501340,779
9780060927240,545
9780316776967,780
9781563410291,781
9780060934712,267
9781886383425,782
9781888451085,783
9780451450258,784
9781555835958,785
9780395877562,786
9780962893865,787
9781555834531,788
9780393318432,789
9780889740822,790
9781563410444,413
9781563899386,791
9781563411144,792
9780553579680,793
9780553579673,793
9780451181374,61
9780786889167,794
9780345370747,795
9780553574173,796
9780553574166,796
9780553574159,796
9780312287245,797
9780679801146,798
9780446300100,799
9780821750414,800
9780425142486,61
9780451456540,801
9780060006044,802
9780312906559,803
9780312906559,804
9780440117292,805
9780425049983,806
9780374386672,807
9780786886463,376
9780345395375,808
9780380788491,171
9780307215345,809
9780374343385,807
9780345403339,810
9780440226697,811
9780440219606,811
9780767903288,812
9780345429179,813
9780385299299,410
9781573229579,814
9780345418777,177
9780517201657,363
9780743211383,143
9780399143700,336
9781884777806,815
9780312977900,816
9780812521337,817
9780812521337,818
9780451205421,61
9780894342783,819
9780440218531,820
9780449207598,821
9780670844593,822
9780394575131,823
9780394559483,824
9780804001946,825
9780590897983,826
9780689832871,827
9780689832871,828
9780689829697,829
9780689829697,830
9780439042918,831
9780064409452,567
9780064409452,832
9780064405058,567
9780064405058,832
9780439221658,833
9780152162443,834
9780152162573,834
9780152162504,834
9781562477523,835
9780439221672,836
9780439221689,837
9780439221689,836
9780439221719,836
9780439221702,836
9780439221733,836
9780440415992,838
9780895872104,839
9780689835858,840
9780689835858,841
9780345391803,177
9780440219071,842
9781854245977,843
9781854245977,844
9782080105431,845
9783499133589,846
9783257201765,847
9783404121687,116
9783404121687,848
9783404121687,849
9783404118960,116
9783404118960,850
9783404118960,851
9783404118960,852
9780345356574,853
9780345346971,853
9780753804704,716
9780451155757,143
9780786890439,481
9780786890439,482
9780786890439,143
9780415928083,854
9780415928083,855
9780521427159,856
9780812923278,857
9780884111344,858
9780345428547,859
9780671694043,177
9780809015825,860
9780449006559,247
9780373250332,861
9780380820443,862
9780385497671,863
9780385497671,864
9780385497671,865
9780451454249,866
9780941423045,867
9780373871568,868
9780553101430,106
9780898151916,869
9780835949361,870
9780880701105,871
9780399145636,146
9780312853235,872
9780688048730,873
9780688048730,874
9780425161722,146
9780425161722,875
9780385493802,25
9780849916397,876
9781928791102,877
9781928791102,878
9780671751456,879
9780440211723,25
9780877192824,880
9780380002450,881
9780793133956,882
9780793133956,882
9780394178011,883
9780425134351,146
9780385479684,884
9780385479684,885
9780380754854,886
9780380538508,887
9780446611626,888
9780671742560,624
9780515122404,184
9780440222811,889
9780451204059,890
9780385333344,891
9780449131541,892
9780440120476,893
9780451188205,894
9780451188205,895
9780440130918,231
9780449001950,436
9780345404770,51
9780451185273,896
9780440224822,543
9780671779337,897
9780515134360,532
9780380759491,188
9780380759491,898
9783442098422,572
9783442098422,899
9780394578798,900
9781558505377,901
9780373245697,902
9780743201070,903
9780689835711,904
9780553256789,905
9780892967995,906
9780061064500,907
9780061064500,908
9781551668789,909
9780836230864,910
9780381999865,911
9780380817146,912
9780380752119,913
9780553212587,914
9780446364768,484
9780425166611,569
9780613129756,915
9780765341976,916
9780590514774,917
9780373037438,918
9780064472777,919
9780553581270,920
9780373750016,921
9780393030341,922
9780553561616,564
9780312422158,270
9780425139066,923
9780450029950,924
9780450029950,925
9780130139160,926
9780373196746,927
9780451524485,881
9780451524485,928
9780140065176,929
9780440221654,25
9780373123483,930
9780373123100,931
9780590225175,932
9780590225175,933
9780399143168,569
9780441322312,934
9780425124345,935
9780786889709,936
9780312282998,937
9780425137949,938
9780425128923,938
9780425113899,938
9780394820378,939
9780394820378,940
9780449134481,941
9780140363364,942
9780375821813,536
9780812516821,943
9780345348036,944
9780679420118,945
9780871137388,946
9780741409690,947
9780741407214,947
9780759612273,947
9780741402851,947
9781585007363,947
9780741411273,947
9780741403476,947
9780741403780,947
9780741403056,947
9780741405784,947
9780741402912,947
9780553568769,241
9780345381842,51
9780140620122,948
9780140620108,58
9780375420825,949
9780671745530,177
9780805062977,950
9780553211412,948
9780671510053,951
9781573229388,952
9780945397410,953
9780385334037,954
9780060914653,221
9780345347534,188
9780553213133,955
9783473540426,956
9780375507250,957
9780060529703,538
9780876850862,958
9780140274158,658
9780679743460,959
9780375704024,959
9780375704024,960
9780874067392,961
9780874067392,962
9780590484756,963
9780451527035,964
9780451527035,965
9781590520772,966
9781590520772,967
9780590484671,963
9780975311257,968
9780743237185,969
9780553586121,133
9780553584516,614
9780345341204,628
9781551662749,970
9780440175629,231
9780440216841,231
9780345443281,971
9780553285659,972
9780394800134,973
9780394800134,974
9780060972776,975
9780064401470,976
9780064401470,977
9780156001946,72
9780553263824,978
9780345418012,350
9780684801469,665
9780393961195,979
9780393961195,980
9780393961195,981
9789997522054,698
9780872203495,311
9780872203495,982
9780872203495,983
9780872203495,984
9780312420147,212
9780911104547,985
9780375401312,986
9780140253603,987
9780671789428,988
9781566193962,989
9780140169300,990
9780140077025,991
9780679732761,992
9780553273601,284
9780553273915,284
9780060256678,993
9780060256678,993
9780395927205,994
9781859671504,995
9781859671504,996
9781859671504,997
9781859671504,998
9780810935624,999
9780060928339,151
9780671003753,465
9780553268447,1000
9780684844725,1001
9780395051641,1002
9780395051641,1003
9780375705229,1004
9780380015030,150
9780835607865,1005
9781585742189,1006
9781585742189,1007
9780806996028,1008
9780440215622,1009
9780316777735,780
9780375501852,1010
9780877733751,1011
9780805019360,1012
9780140070200,1013
9780140236583,1014
9780140042399,761
9781590520659,1015
9781590521991,1016
9781590521991,1017
9783446202214,1018
9783446202214,1019
9783499134449,576
9780671425173,1020
9780671726881,1021
9780446601245,130
9780451124340,143
9780345384461,572
9780446604802,130
9780345422392,572
9780679734772,1022
9780440414711,1023
9780689715624,1024
9780689715624,1025
9780812539387,920
9780152013363,1026
9780425124819,938
9780345409461,81
9780345409461,1027
9781558747340,1028
9780373250172,1029
9780763615383,1030
9780965975407,1031
9780965975407,1032
9780965975407,1033
9780965975407,1034
9780141001777,1035
9780689309359,1036
9780451523365,454
9780786884629,1037
9780449005569,1038
9780671027346,1039
9780786927081,1040
9780786927081,1041
9780684831053,1042
9780060194918,284
9780060194918,1043
9780684819068,1044
9780375420672,1045
9780140368550,1046
9780395353417,1047
9780066211619,284
9780066211619,1048
9780312254162,1049
9780312254162,1050
9783453147249,1051
9783746611228,1052
9783492229333,1053
9783453177802,1054
9783423009157,1055
9783596133314,1056
9783822813393,1057
9783426871874,1058
9783453171978,1059
9783423620000,462
9783423620000,1060
9780345375223,733
9780345375216,733
9780345375216,1061
9780345458292,1062
9780140042528,658
9780380789030,267
9780446677578,1063
9780345358790,1064
9780060964047,576
9780380558483,1065
9781558171398,1066
9780425121047,1067
9780441317509,1068
9780804102278,1069
9780812551389,1070
9780345298980,853
9780345316998,853
9780345310422,853
9780345310309,853
9780345310293,853
9780345310118,853
9780679734055,1071
9780451130440,713
9780553266504,1072
9780440206156,410
9780345370778,41
9780441366941,1073
9780441366941,1074
9780441366941,1075
9780441366941,1076
9780553574838,1077
9780553574838,1078
9780915950836,1079
9780060242381,1080
9780452265349,1081
9780743457941,628
9780373484225,369
9780553205756,1082
9780060171513,1083
9780312421007,1084
9780786000982,1085
9780380789016,267
9780451135988,1086
9780380018178,363
9780679004783,1087
9780684825823,1088
9780517395752,1089
9780671014209,1090
9780679457312,222
9780394557434,1091
9780553571653,1092
9780312169787,498
9780942257328,1093
9780805008951,1094
9780786866274,1095
9780151000630,1096
9780151000630,8
9780140266771,1097
9780156444507,988
9780679723424,723
9780441004010,1098
9780671500542,1099
9780140620337,269
9780460878265,546
9780460878265,1100
9783257061260,200
9783257061260,1101
9783453210998,1102
9783404126668,1103
9783453177628,236
9783453177628,1104
9783453863590,1105
9783499108518,1106
9783518367063,1107
9783453199767,1039
9783746670140,1108
9783746670140,1109
9783453088436,1051
9780425137017,1110
9780425137017,1111
9780425137017,1112
9780425137017,1113
9780553572490,1114
9780553576979,106
9780451450609,1115
9780441001330,1116
9780451454676,1117
9780373257072,1118
9780441435357,1119
9780373092239,1120
9780373057290,1121
9780373058440,1122
9780349103235,759
9780571197774,221
9780679745655,1123
9780571200382,495
9780785268482,1124
9780785268482,1125
9780785268482,1126
9780140445039,1127
9780140445039,1128
9780140445039,1129
9780851707778,1130
9780006276197,1131
9780551031128,1131
9780551030688,1131
9780551032514,1131
9780551032514,1132
9780006498407,244
9780140431261,87
9780099771517,225
9780486265865,1133
9780671025359,137
9780876855577,958
9780330376136,1134
9780140272659,1135
9783407780027,1136
9783407780027,1136
9783407780119,1136
9783407780119,1136
9783257250398,1137
9783257250398,1138
9783257250053,1137
9783257250053,1138
9783257250466,1139
9783442435951,1140
9783442435838,1141
9783442435838,1142
9783608919721,1143
9783608919721,1144
9783608919721,1145
9783453132269,1146
9783453132269,1147
9783794116645,1148
9783794116645,1149
9783407805737,1136
9783407805850,1136
9780385720922,950
9780385498722,950
9780972948500,1150
9780972948500,1151
9780380813810,485
9782070372294,80
9782264030542,1152
9780030615320,1153
9780836217636,1154
9780140099836,1155
9780385314749,253
9780316107419,1156
9780894803703,1157
9780449221167,368
9780553801033,1158
9780590457224,963
9780316929196,1159
9780553052848,1160
9780140390698,280
9780140390698,1161
9780140390698,1162
9780439404372,1163
9780439404372,1164
9780939766024,1165
9780939766024,1166
9780679741015,1167
9780345307675,1168
9780425071427,94
9780345297686,433
9780766607118,280
9780766607118,1169
9780766607118,1170
9781573225786,1171
9780380754847,1172
9780380754847,1173
9780345368942,433
9780345331601,433
9780425050804,1174
9780441009626,1175
9780553296983,341
9780553296983,1176
9780553296983,1177
9781895383126,1178
9780375724572,1179
9780671638849,1180
9780553140439,1181
9780029087107,1182
9780425050750,1183
9780345285546,795
9780345285546,1184
9780345290243,795
9780345301871,188
9780451169532,143
9780671683900,78
9780385335881,278
9780385335485,278
9780553258004,350
9780671679620,1185
9780375704048,1186
9780373871278,868
9780373484072,1187
9780805063882,467
9780689860201,1188
9780671568801,1189
9781573228565,1190
9780553582659,458
9780515133998,1191
9780373218400,369
9780449217863,1192
9780671573027,1193
9780671573027,1193
9780517006450,1194
9780786867080,1195
9780786867080,1196
9781569471807,1197
9780374216498,1198
9780312274573,1199
9780316825337,1200
9780871137630,1201
9780679419150,1202
9780060192891,152
9780826308795,1203
9780140259193,1204
9780345435248,1205
9780441003259,267
9780441003259,256
9780451202505,583
9780446606813,236
9780671028374,1206
9780451181466,1207
9780399149757,345
9780345384737,1208
9780671759360,1209
9780830724987,1210
9780399146008,569
9783442720002,1211
9780515132632,1212
9780449906712,1213
9780688124403,1214
9780929587080,1215
9781559701174,1216
9781559701174,1217
9780688105402,1218
9780871130297,1219
9780440500094,1220
9781570362088,1221
9780060930530,56
9780375702709,1222
9780449909287,1223
9780671038182,1224
9780060916503,1225
9780756401450,1226
9780963270702,1227
9780399242564,1228
9780552996006,1229
9780708881293,433
9780708881293,1230
9780142000663,761
9780590542449,95
9780590112895,95
9780590660549,95
9780345361790,350
9780552999519,1231
9780416195132,1232
9780855030223,1233
9780855030223,1233
9780861638529,291
9780861638529,1234
9780575073319,1235
9780575073005,1235
9780394404288,1236
9780006369882,1237
9781578562336,1238
9780345458919,1239
9780385312585,1240
9780060929886,172
9780140317930,1241
9780140317930,1242
9780743225403,1243
9780553256697,1244
9780553256697,1245
9780553256697,1246
9780785263784,1247
9780785263784,1248
9780802433244,1249
9780375413087,53
9781400034772,248
9780385333030,1250
9780451163752,1086
9780440414520,1251
9780786885688,1252
9780671880187,1253
9781558506459,1254
9780895773531,1255
9780385247740,1256
9780385247740,1257
9780385293549,231
9780802069344,1258
9780671721039,1259
9780671311896,441
9780345387004,795
9780375705045,1260
9780767902526,1229
9780892967049,1261
9780553377866,1262
9780553377866,1263
9780472113651,1264
9780609608449,1265
9780670032426,1266
9780915811335,1267
9781558744608,18
9781558744608,19
9781558744608,20
9780804107532,8
9780451526502,403
9780345325815,733
9780440237679,1268
9780141310886,1269
9780439090131,1270
9780140244823,1271
9781556430688,1272
9780964782600,1272
9780964782600,1273
9781556431524,1272
9780553346763,1274
9780884043140,1275
9780743221993,1276
9780312983215,1277
9780553486414,1278
9783478088534,1279
9783821807058,1280
9780865532168,1281
9780590406406,1282
